,style_id,Super Style,Style,Unnamed: 0,beer_id,name,display_name,abv,year,glass_id,organic,brewery_id,retired,status
344,31.0,North American Origin Ales,Imperial or Double India Pale Ale,31.0,GysKeq,471 IPA Barrel Series: Eureka!,471 IPA Barrel Series: Eureka!,11.2,,,N,IImUD9,N,verified
345,31.0,North American Origin Ales,Imperial or Double India Pale Ale,32.0,tw2Iw0,471 IPA. Aggressive Hoppiness,471 IPA. Aggressive Hoppiness,9.2,,,N,IImUD9,Y,verified
346,31.0,North American Origin Ales,Imperial or Double India Pale Ale,40.0,Au0v9G,A Little Sumpin' Extra,A Little Sumpin' Extra,8.7,,,N,nLsoQ9,N,verified
347,31.0,North American Origin Ales,Imperial or Double India Pale Ale,49.0,aG4Ie2,Alpha Dog Imperial IPA,Alpha Dog Imperial IPA,8.5,,,N,yX6twV,N,verified
348,31.0,North American Origin Ales,Imperial or Double India Pale Ale,66.0,BJFSW8,Audition - Double IPA,Audition - Double IPA,8.5,,,N,nHLlnK,N,verified
349,31.0,North American Origin Ales,Imperial or Double India Pale Ale,83.0,wRkDGh,Barrel Aged 471 IPA. Aggressive Hoppiness,Barrel Aged 471 IPA. Aggressive Hoppiness,9.2,,,N,IImUD9,N,verified
350,31.0,North American Origin Ales,Imperial or Double India Pale Ale,109.0,7iFx4r,Beer Camp Across America,Beer Camp Across America (2014),8.6,2014.0,,N,nHLlnK,N,verified
351,31.0,North American Origin Ales,Imperial or Double India Pale Ale,124.0,4jKDXK,Beer Camp: West Coast DIPA,Beer Camp: West Coast DIPA (2017),8.2,2017.0,,N,nHLlnK,N,verified
352,31.0,North American Origin Ales,Imperial or Double India Pale Ale,160.0,BJymUV,Bitter Oats,Bitter Oats,10.5,,,N,nLsoQ9,N,verified
353,31.0,North American Origin Ales,Imperial or Double India Pale Ale,269.0,LkfL1Y,Cherry Chocolate Stout,Cherry Chocolate Stout,8.5,,,N,nHLlnK,N,verified
354,31.0,North American Origin Ales,Imperial or Double India Pale Ale,278.0,EBgR2m,Choice Make Good,Choice Make Good,8.3,,,N,VEY3Xa,N,verified
355,31.0,North American Origin Ales,Imperial or Double India Pale Ale,316.0,6gFiUn,Dank Tank Border Hopper,Dank Tank Border Hopper,8.6,,,N,TMc6H2,N,verified
356,31.0,North American Origin Ales,Imperial or Double India Pale Ale,318.0,69tWZj,Dank Tank Ghoulash,Dank Tank Ghoulash,8.5,,5.0,N,TMc6H2,N,verified
357,31.0,North American Origin Ales,Imperial or Double India Pale Ale,341.0,RDEj6L,Devil Dog Imperial IPA,Devil Dog Imperial IPA,10.8,,,N,yX6twV,N,verified
358,31.0,North American Origin Ales,Imperial or Double India Pale Ale,342.0,3XBmmp,Devils Double,Devils Double,8.0,,,N,p3YrOa,N,verified
359,31.0,North American Origin Ales,Imperial or Double India Pale Ale,343.0,kK34fk,Diggler Double IPA,Diggler Double IPA,8.0,,,N,4F7QA9,N,verified
360,31.0,North American Origin Ales,Imperial or Double India Pale Ale,384.0,PSRi4b,Electric Ray,Electric Ray,8.5,,,N,nHLlnK,N,verified
361,31.0,North American Origin Ales,Imperial or Double India Pale Ale,393.0,Dn64tp,Experimental Hop Double IPA,Experimental Hop Double IPA,8.0,,,N,nHLlnK,N,verified
362,31.0,North American Origin Ales,Imperial or Double India Pale Ale,426.0,FVFucy,Fresh Hop Double IPA,Fresh Hop Double IPA,8.0,,,N,nHLlnK,N,verified
363,31.0,North American Origin Ales,Imperial or Double India Pale Ale,429.0,tDKmD5,Fresh Sticky Nugs,Fresh Sticky Nugs,8.0,,,N,TMc6H2,N,verified
364,31.0,North American Origin Ales,Imperial or Double India Pale Ale,438.0,hy7HsS,Fusion 20,Fusion 20,9.0,,,N,nLsoQ9,N,verified
365,31.0,North American Origin Ales,Imperial or Double India Pale Ale,449.0,dTCluj,Fusion 40,Fusion 40,8.5,,,N,nLsoQ9,N,verified
366,31.0,North American Origin Ales,Imperial or Double India Pale Ale,452.0,b65A4y,Fusion 9,Fusion 9,5.5,,,N,nLsoQ9,N,verified
367,31.0,North American Origin Ales,Imperial or Double India Pale Ale,455.0,69R1Vd,G'Knight,G'Knight,8.7,,5.0,N,q6vJUK,N,verified
368,31.0,North American Origin Ales,Imperial or Double India Pale Ale,471.0,CwbQiB,Grand Royal,Grand Royal,8.3,,,N,VEY3Xa,N,verified
369,31.0,North American Origin Ales,Imperial or Double India Pale Ale,484.0,coUX1m,Gubna,Gubna,10.0,,5.0,N,q6vJUK,N,verified
370,31.0,North American Origin Ales,Imperial or Double India Pale Ale,485.0,pq9MUi,Gubna Barrel Aged,Gubna Barrel Aged,11.0,,,N,q6vJUK,N,verified
371,31.0,North American Origin Ales,Imperial or Double India Pale Ale,486.0,2YWln7,Gubna Imperial IPA,Gubna Imperial IPA,10.0,,,N,q6vJUK,N,verified
372,31.0,North American Origin Ales,Imperial or Double India Pale Ale,545.0,YSLzio,Hop Bullet IPA,Hop Bullet IPA,8.0,,,N,nHLlnK,N,verified
373,31.0,North American Origin Ales,Imperial or Double India Pale Ale,549.0,7HHwqy,Hop Hash,Hop Hash,7.8,,5.0,N,TMc6H2,N,verified
374,31.0,North American Origin Ales,Imperial or Double India Pale Ale,555.0,Pni8Jo,Hop Stoopid,Hop Stoopid,8.0,,5.0,N,nLsoQ9,N,verified
375,31.0,North American Origin Ales,Imperial or Double India Pale Ale,566.0,sAQpBR,Hoptimum,Hoptimum (2018),9.6,2018.0,,N,nHLlnK,N,verified
376,31.0,North American Origin Ales,Imperial or Double India Pale Ale,567.0,KQDQgO,Hoptimum,Hoptimum,10.4,,5.0,N,nHLlnK,N,verified
377,31.0,North American Origin Ales,Imperial or Double India Pale Ale,569.0,Z1g2ua,Hoptronix,Hoptronix,9.0,,,N,AqEUBQ,N,verified
378,31.0,North American Origin Ales,Imperial or Double India Pale Ale,580.0,CtqQJb,Imperial Hatter,Imperial Hatter,9.4,,5.0,N,AqEUBQ,N,verified
379,31.0,North American Origin Ales,Imperial or Double India Pale Ale,585.0,EpkUho,Imperial Plum IPA,Imperial Plum IPA,9.0,,,N,IImUD9,N,verified
380,31.0,North American Origin Ales,Imperial or Double India Pale Ale,592.0,xdvDOQ,Imperial White IPA - Brewery Lane Series,Imperial White IPA - Brewery Lane Series,9.0,,,N,IImUD9,N,verified
381,31.0,North American Origin Ales,Imperial or Double India Pale Ale,611.0,gm9FbA,Johnny Hash - Dank Tank,Johnny Hash - Dank Tank,8.5,,,N,TMc6H2,N,verified
382,31.0,North American Origin Ales,Imperial or Double India Pale Ale,631.0,QuJNYq,Larry,Larry,7.5,,,N,DifSi4,N,verified
383,31.0,North American Origin Ales,Imperial or Double India Pale Ale,658.0,c0okIY,Mad Catter,Mad Catter,7.0,,8.0,N,AqEUBQ,N,verified
384,31.0,North American Origin Ales,Imperial or Double India Pale Ale,660.0,56hSxC,Madonna,Madonna,8.0,,,N,VEY3Xa,N,verified
385,31.0,North American Origin Ales,Imperial or Double India Pale Ale,696.0,vpoGSw,Moxee-Moron,Moxee-Moron,7.5,,,N,nHLlnK,N,verified
386,31.0,North American Origin Ales,Imperial or Double India Pale Ale,698.0,aWUHyv,Mozango (Fusion XXXI),Mozango (Fusion XXXI),9.0,,,N,nLsoQ9,N,verified
387,31.0,North American Origin Ales,Imperial or Double India Pale Ale,736.0,BEFupD,NxS IPA,NxS IPA,9.0,,,N,nHLlnK,N,verified
388,31.0,North American Origin Ales,Imperial or Double India Pale Ale,739.0,N9aJxO,Oak Aged Mad Hatter India Pale Ale,Oak Aged Mad Hatter India Pale Ale,7.22,,5.0,N,AqEUBQ,N,verified
389,31.0,North American Origin Ales,Imperial or Double India Pale Ale,763.0,3L21AU,One Hit Wonder Imperial IPA,One Hit Wonder Imperial IPA,,,,N,q6vJUK,N,verified
390,31.0,North American Origin Ales,Imperial or Double India Pale Ale,807.0,aPMdQj,Pimp My Ride,Pimp My Ride,7.8,,,N,p3YrOa,N,verified
391,31.0,North American Origin Ales,Imperial or Double India Pale Ale,849.0,bztkAM,Rhizing Bines,Rhizing Bines,8.0,,,N,nHLlnK,Y,verified
392,31.0,North American Origin Ales,Imperial or Double India Pale Ale,908.0,1S3Le4,Single Hop Mosaic Double IPA,Single Hop Mosaic Double IPA,6.6,,,N,nHLlnK,N,verified
393,31.0,North American Origin Ales,Imperial or Double India Pale Ale,918.0,xh62VZ,Sneaky Pete,Sneaky Pete,10.0,,6.0,N,yX6twV,N,verified
394,31.0,North American Origin Ales,Imperial or Double India Pale Ale,953.0,babLje,Sucks,Sucks,8.0,,3.0,N,nLsoQ9,N,verified
395,31.0,North American Origin Ales,Imperial or Double India Pale Ale,966.0,G8qBXI,Super Cluster,Super Cluster,8.0,,,N,nLsoQ9,N,verified
396,31.0,North American Origin Ales,Imperial or Double India Pale Ale,996.0,Kktdjp,The Art Of Chaos,The Art Of Chaos,9.0,,,N,AqEUBQ,N,verified
397,31.0,North American Origin Ales,Imperial or Double India Pale Ale,1007.0,ABoSrf,The Waldos’ Special Ale (2018),The Waldos’ Special Ale (2018),11.3,,,N,nLsoQ9,N,verified
398,31.0,North American Origin Ales,Imperial or Double India Pale Ale,1060.0,a9reE2,Waldo's Special Ale,Waldo's Special Ale,11.5,,6.0,N,nLsoQ9,N,verified
399,32.0,North American Origin Ales,American-Style Amber/Red Ale,52.0,qIa0fL,Amber Beer,Amber Beer,,,,N,p3YrOa,N,verified
400,32.0,North American Origin Ales,American-Style Amber/Red Ale,75.0,nvfMg1,Avalanche Ale,Avalanche Ale,4.4,,5.0,N,IImUD9,N,verified
401,32.0,North American Origin Ales,American-Style Amber/Red Ale,234.0,hlynwj,Budweiser American Ale,Budweiser American Ale,5.1,,,N,BznahA,N,verified
402,32.0,North American Origin Ales,American-Style Amber/Red Ale,258.0,lyc9as,Censored (Kronik),Censored (Kronik),6.75,,,N,nLsoQ9,N,verified
403,32.0,North American Origin Ales,American-Style Amber/Red Ale,259.0,tZkS7X,Censored Imperial Stout,Censored Imperial Stout,9.9,,,N,nLsoQ9,N,verified
404,32.0,North American Origin Ales,American-Style Amber/Red Ale,260.0,GboTWT,Censored Rich Copper Ale,Censored Rich Copper Ale,6.75,,5.0,N,nLsoQ9,N,verified
405,32.0,North American Origin Ales,American-Style Amber/Red Ale,411.0,ePh6fw,Flipside Red IPA,Flipside Red IPA,6.2,,5.0,N,nHLlnK,N,verified
406,32.0,North American Origin Ales,American-Style Amber/Red Ale,428.0,t0iVWe,Fresh Hops of Bel-Air,Fresh Hops of Bel-Air,5.5,,,N,q6vJUK,N,verified
407,32.0,North American Origin Ales,American-Style Amber/Red Ale,442.0,LVghwn,Fusion 24,Fusion 24,5.7,,,N,nLsoQ9,N,verified
408,32.0,North American Origin Ales,American-Style Amber/Red Ale,559.0,3neLUw,Hoppy Amber Ale - Mountain Series,Hoppy Amber Ale - Mountain Series,6.4,,,N,IImUD9,N,verified
409,32.0,North American Origin Ales,American-Style Amber/Red Ale,588.0,htbWwF,Imperial Red Ale,Imperial Red Ale,7.8,,5.0,N,nLsoQ9,N,verified
410,32.0,North American Origin Ales,American-Style Amber/Red Ale,653.0,CWwxeR,Lucky 13,Lucky 13,8.3,,5.0,N,nLsoQ9,N,verified
411,32.0,North American Origin Ales,American-Style Amber/Red Ale,833.0,I1L4J0,Quinn's Amber Ale,Quinn's Amber Ale,4.8,,5.0,N,DifSi4,N,verified
412,32.0,North American Origin Ales,American-Style Amber/Red Ale,839.0,bM2eLl,Red Between the Lines,Red Between the Lines,6.2,,5.0,N,941OaA,N,verified
413,32.0,North American Origin Ales,American-Style Amber/Red Ale,842.0,GIO3Xe,Red-oric - Beer Camp #65 (Best Of Beer Camp: Imperial Red Ale),Red-oric - Beer Camp #65 (Best Of Beer Camp: Imperial Red Ale),8.0,,,N,nHLlnK,N,verified
414,32.0,North American Origin Ales,American-Style Amber/Red Ale,848.0,xZCUbm,Revered Red,Revered Red,5.4,,5.0,N,DifSi4,N,verified
415,32.0,North American Origin Ales,American-Style Amber/Red Ale,865.0,HaN457,Rustiek-Barrel Aged Belgian Amber Ale,Rustiek-Barrel Aged Belgian Amber Ale,9.4,,,N,AqEUBQ,N,verified
416,32.0,North American Origin Ales,American-Style Amber/Red Ale,878.0,mcvkTZ,Safari Amber,Safari Amber,5.0,,,N,BznahA,N,verified
417,32.0,North American Origin Ales,American-Style Amber/Red Ale,897.0,lPcmND,SideCar,SideCar,5.6,,5.0,N,nHLlnK,N,verified
418,32.0,North American Origin Ales,American-Style Amber/Red Ale,965.0,2Bxz64,Sundog,Sundog,4.5,,5.0,N,AqEUBQ,N,verified
419,32.0,North American Origin Ales,American-Style Amber/Red Ale,995.0,pOk8tL,The 1759,The 1759,9.0,,,N,HaPdSL,N,verified
420,33.0,North American Origin Ales,Imperial Red Ale,46.0,yn4ODI,Ale Communication,Ale Communication,7.8,,,N,VEY3Xa,N,verified
421,33.0,North American Origin Ales,Imperial Red Ale,54.0,Ota9wv,Añejo Tequila Barrel Aged Gubna,Añejo Tequila Barrel Aged Gubna,11.0,,,N,q6vJUK,N,verified
422,33.0,North American Origin Ales,Imperial Red Ale,180.0,IlrJbh,Blood Shot,Blood Shot,8.6,,,N,nHLlnK,N,verified
423,33.0,North American Origin Ales,Imperial Red Ale,265.0,Ontrer,Chardonnay Barrel G'Knight,Chardonnay Barrel G'Knight,8.7,,,N,q6vJUK,N,verified
424,33.0,North American Origin Ales,Imperial Red Ale,322.0,DEojxv,Dank Tank Red Hot Mama,Dank Tank Red Hot Mama,8.6,,,N,TMc6H2,N,verified
425,33.0,North American Origin Ales,Imperial Red Ale,399.0,xjwBeb,Fall Ball Red,Fall Ball Red,8.0,,5.0,N,DMU2Kf,N,verified
426,33.0,North American Origin Ales,Imperial Red Ale,456.0,CU2xRZ,G'Knight (Breckenridge Whiskey Barrel Aged),G'Knight (Breckenridge Whiskey Barrel Aged),8.7,,,N,q6vJUK,N,verified
427,33.0,North American Origin Ales,Imperial Red Ale,589.0,meCiGU,Imperial Red Ale - Beer Camp #65,Imperial Red Ale - Beer Camp #65,8.1,,,N,nHLlnK,N,verified
428,33.0,North American Origin Ales,Imperial Red Ale,662.0,n8itvA,Maillard's Odyssey,Maillard's Odyssey,8.5,,,N,nHLlnK,N,verified
429,33.0,North American Origin Ales,Imperial Red Ale,854.0,WBe09U,Rock Candy Hoppy Red,Rock Candy Hoppy Red,7.5,,,N,q6vJUK,N,verified
430,33.0,North American Origin Ales,Imperial Red Ale,1050.0,fWbkCT,Unite Red IPA,Unite Red IPA,,,,Y,p1tFbP,N,verified
431,33.0,North American Origin Ales,Imperial Red Ale,1096.0,5stK34,Wookie Down,Wookie Down,7.6,,,N,TMc6H2,N,verified
432,33.0,North American Origin Ales,Imperial Red Ale,1102.0,EqgmWc,Year of the Dog - Release #1,Year of the Dog - Release #1,7.2,,,N,yX6twV,N,verified
433,34.0,North American Origin Ales,American-Style Barley Wine Ale,23.0,8M5lCq,30th Anniversary - Jack & Ken's Ale,30th Anniversary - Jack & Ken's Ale,10.2,,,N,nHLlnK,Y,verified
434,34.0,North American Origin Ales,American-Style Barley Wine Ale,92.0,HIwvra,Barrel-Aged Bigfoot (Whiskey Barrels),Barrel-Aged Bigfoot (Whiskey Barrels) (2015),11.9,2015.0,,N,nHLlnK,N,verified
435,34.0,North American Origin Ales,American-Style Barley Wine Ale,98.0,x7GusT,Batch #2 Barleywine,Batch #2 Barleywine (2015),,2015.0,,N,IImUD9,N,verified
436,34.0,North American Origin Ales,American-Style Barley Wine Ale,116.0,nxU5Fn,Beer Camp: Dry-Hopped Barleywine-Style Ale,Beer Camp: Dry-Hopped Barleywine-Style Ale (2017),9.4,2017.0,,N,nHLlnK,N,verified
437,34.0,North American Origin Ales,American-Style Barley Wine Ale,139.0,zqS7ze,Bigfoot,Bigfoot (1997),9.6,1997.0,,N,nHLlnK,N,verified
438,34.0,North American Origin Ales,American-Style Barley Wine Ale,140.0,ETtkIW,Bigfoot,Bigfoot (1996),9.6,1996.0,,N,nHLlnK,N,verified
439,34.0,North American Origin Ales,American-Style Barley Wine Ale,141.0,eyYenc,Bigfoot,Bigfoot (1998),9.6,1998.0,,N,nHLlnK,N,verified
440,34.0,North American Origin Ales,American-Style Barley Wine Ale,142.0,ygAzC9,Bigfoot,Bigfoot (2001),9.6,2001.0,5.0,N,nHLlnK,N,verified
441,34.0,North American Origin Ales,American-Style Barley Wine Ale,143.0,aztnLa,Bigfoot,Bigfoot (2002),9.6,2002.0,5.0,N,nHLlnK,N,verified
442,34.0,North American Origin Ales,American-Style Barley Wine Ale,144.0,DJcbV1,Bigfoot,Bigfoot (2003),9.6,2003.0,5.0,N,nHLlnK,N,verified
443,34.0,North American Origin Ales,American-Style Barley Wine Ale,145.0,pdLPeS,Bigfoot,Bigfoot (2004),9.6,2004.0,5.0,N,nHLlnK,N,verified
444,34.0,North American Origin Ales,American-Style Barley Wine Ale,146.0,Rx4Dnt,Bigfoot,Bigfoot (2005),9.6,2005.0,5.0,N,nHLlnK,N,verified
445,34.0,North American Origin Ales,American-Style Barley Wine Ale,147.0,ysyw2P,Bigfoot,Bigfoot (2015),9.6,2015.0,,N,nHLlnK,N,verified
446,34.0,North American Origin Ales,American-Style Barley Wine Ale,148.0,4sdq0d,Bigfoot,Bigfoot (2007),9.6,2007.0,,N,nHLlnK,N,verified
447,34.0,North American Origin Ales,American-Style Barley Wine Ale,149.0,1UhodH,Bigfoot,Bigfoot (2017),,2017.0,,N,nHLlnK,N,verified
448,34.0,North American Origin Ales,American-Style Barley Wine Ale,150.0,IphbdN,Bigfoot,Bigfoot (2006),9.6,2006.0,,N,nHLlnK,N,verified
449,34.0,North American Origin Ales,American-Style Barley Wine Ale,151.0,8PsCAg,Bigfoot,Bigfoot (2014),9.6,2014.0,,N,nHLlnK,N,verified
450,34.0,North American Origin Ales,American-Style Barley Wine Ale,152.0,ER2JSs,Bigfoot,Bigfoot (1999),9.6,1999.0,,N,nHLlnK,N,verified
451,34.0,North American Origin Ales,American-Style Barley Wine Ale,153.0,2CRlqm,Bigfoot,Bigfoot (1994),9.6,1994.0,,N,nHLlnK,N,verified
452,34.0,North American Origin Ales,American-Style Barley Wine Ale,155.0,9HcWSd,Bigfoot,Bigfoot (2000),9.6,2000.0,,N,nHLlnK,N,verified
453,34.0,North American Origin Ales,American-Style Barley Wine Ale,156.0,dapUuF,Bigfoot (2016),Bigfoot (2016),9.6,,,N,nHLlnK,N,verified
454,34.0,North American Origin Ales,American-Style Barley Wine Ale,157.0,AFNvz4,Bigfoot (2018),Bigfoot (2018),9.6,,,N,nHLlnK,N,verified
455,34.0,North American Origin Ales,American-Style Barley Wine Ale,158.0,0T4pOY,Bigfoot Barrel-Aged,Bigfoot Barrel-Aged,12.2,,,N,nHLlnK,N,verified
456,34.0,North American Origin Ales,American-Style Barley Wine Ale,392.0,kusLBU,Existential,Existential,11.1,,,N,AqEUBQ,N,verified
457,34.0,North American Origin Ales,American-Style Barley Wine Ale,437.0,JoGCC1,Fusion 18,Fusion 18,10.0,,,N,nLsoQ9,N,verified
458,34.0,North American Origin Ales,American-Style Barley Wine Ale,462.0,VFG5pL,GnarlyWine,GnarlyWine,10.6,,5.0,N,nLsoQ9,N,verified
459,34.0,North American Origin Ales,American-Style Barley Wine Ale,762.0,lFMs56,Old Double Bagger Barleywine,Old Double Bagger Barleywine,13.2,,,N,q6vJUK,N,verified
460,34.0,North American Origin Ales,American-Style Barley Wine Ale,820.0,bFMDB3,Portsmouth Barleywine,Portsmouth Barleywine,11.0,,8.0,N,4F7QA9,N,verified
461,34.0,North American Origin Ales,American-Style Barley Wine Ale,969.0,8lmndo,Sweetwater Donkey Punch!,Sweetwater Donkey Punch!,10.2,,,N,TMc6H2,N,verified
462,34.0,North American Origin Ales,American-Style Barley Wine Ale,1025.0,TxVKov,Trip in the Woods: Barrel Aged Ginger Bigfoot,Trip in the Woods: Barrel Aged Ginger Bigfoot,11.4,,,N,nHLlnK,N,verified
463,34.0,North American Origin Ales,American-Style Barley Wine Ale,1091.0,4CC8Gf,Winter Haze,Winter Haze,8.5,,2.0,N,941OaA,N,verified
464,35.0,North American Origin Ales,American-Style Wheat Wine Ale,4.0,UJGpVS,16 So Fine Red Wheat Wine,16 So Fine Red Wheat Wine,11.0,,,N,TMc6H2,N,verified
465,35.0,North American Origin Ales,American-Style Wheat Wine Ale,805.0,XHB8Tj,Pilgrim's Dole,Pilgrim's Dole,12.0,,8.0,N,AqEUBQ,N,verified
466,35.0,North American Origin Ales,American-Style Wheat Wine Ale,886.0,WFT0UY,Scare City 4 Imperial Wheat Wine,Scare City 4 Imperial Wheat Wine,9.7,,6.0,N,nLsoQ9,N,verified
467,35.0,North American Origin Ales,American-Style Wheat Wine Ale,1073.0,Me6YnI,Wheat Wine,Wheat Wine,11.5,,,N,4F7QA9,N,verified
468,35.0,North American Origin Ales,American-Style Wheat Wine Ale,1101.0,BKi6Ss,Yadig? Berliner Hopfenweissen,Yadig? Berliner Hopfenweissen,4.3,,,N,q6vJUK,N,verified
469,36.0,North American Origin Ales,Golden or Blonde Ale,61.0,JCo28y,Asian Gold Blonde,Asian Gold Blonde,4.4,,,N,DMU2Kf,N,verified
470,36.0,North American Origin Ales,Golden or Blonde Ale,76.0,kLnpDN,Bad Luck Blonde,Bad Luck Blonde,6.5,,5.0,N,nHLlnK,N,verified
471,36.0,North American Origin Ales,Golden or Blonde Ale,115.0,QHCtPE,Beer Camp: Dry Hopped Belgian Golden,Beer Camp: Dry Hopped Belgian Golden (2017),8.0,2017.0,,N,nHLlnK,N,verified
472,36.0,North American Origin Ales,Golden or Blonde Ale,138.0,pSVIAZ,BFD - Beer For Drinking,BFD - Beer For Drinking,4.8,,,N,nHLlnK,N,verified
473,36.0,North American Origin Ales,Golden or Blonde Ale,179.0,95tyDm,Blonde Ale,Blonde Ale,,,5.0,N,nHLlnK,N,verified
474,36.0,North American Origin Ales,Golden or Blonde Ale,286.0,3dsDxX,Clean Sweep,Clean Sweep,3.5,,,N,nHLlnK,N,verified
475,36.0,North American Origin Ales,Golden or Blonde Ale,345.0,bHDV83,Dirty Blonde Ale,Dirty Blonde Ale,4.5,,,N,4F7QA9,N,verified
476,36.0,North American Origin Ales,Golden or Blonde Ale,464.0,8qafAu,Golden Ale,Golden Ale,4.5,,,N,HaPdSL,N,verified
477,36.0,North American Origin Ales,Golden or Blonde Ale,525.0,LnzGvI,Hatchery Series Release #6: Golden Summer Ale,Hatchery Series Release #6: Golden Summer Ale,4.8,,,N,TMc6H2,N,verified
478,36.0,North American Origin Ales,Golden or Blonde Ale,533.0,4U8cc8,High Sierra FestivAle,High Sierra FestivAle,5.2,,,N,nHLlnK,N,verified
479,36.0,North American Origin Ales,Golden or Blonde Ale,542.0,afK7hW,Honey Blonde,Honey Blonde,5.2,,,N,DMU2Kf,N,verified
480,36.0,North American Origin Ales,Golden or Blonde Ale,637.0,3Csw32,Liberty Blonde,Liberty Blonde,4.9,,,Y,p1tFbP,N,verified
481,36.0,North American Origin Ales,Golden or Blonde Ale,781.0,4KIe0t,Ovila Golden With Pomegranates,Ovila Golden With Pomegranates,8.5,,,N,nHLlnK,N,verified
482,36.0,North American Origin Ales,Golden or Blonde Ale,801.0,eCmjOc,Pear Champagne,Pear Champagne,5.3,,,Y,p1tFbP,N,verified
483,36.0,North American Origin Ales,Golden or Blonde Ale,961.0,3Zc0Ez,SummerBright Ale,SummerBright Ale,4.5,,5.0,N,IImUD9,N,verified
484,36.0,North American Origin Ales,Golden or Blonde Ale,1016.0,lrTDM4,Torikumi,Torikumi,7.5,,,N,TMc6H2,N,verified
485,36.0,North American Origin Ales,Golden or Blonde Ale,1086.0,kzMoR5,Wild Thang,Wild Thang,5.0,,,N,4F7QA9,N,verified
486,37.0,North American Origin Ales,American-Style Brown Ale,103.0,ZQkBoF,Bearwalker Barrel Aged Double Maple,Bearwalker Barrel Aged Double Maple,6.0,,,Y,p1tFbP,N,verified
487,37.0,North American Origin Ales,American-Style Brown Ale,104.0,Nl1CJp,Bearwalker Brown,Bearwalker Brown,,,,N,p1tFbP,N,verified
488,37.0,North American Origin Ales,American-Style Brown Ale,248.0,zYJxUM,Cabin Fever,Cabin Fever,6.5,,5.0,N,AqEUBQ,N,verified
489,37.0,North American Origin Ales,American-Style Brown Ale,338.0,ABAHdk,Deuce,Deuce,7.0,,,N,q6vJUK,N,verified
490,37.0,North American Origin Ales,American-Style Brown Ale,400.0,JW5SJV,Family Values,Family Values,8.5,,,N,nHLlnK,N,verified
491,37.0,North American Origin Ales,American-Style Brown Ale,436.0,w7z0LS,Fusion 17,Fusion 17,5.5,,,N,nLsoQ9,Y,verified
492,37.0,North American Origin Ales,American-Style Brown Ale,458.0,9cqNKc,Georgia Brown,Georgia Brown,5.8,,5.0,N,TMc6H2,N,verified
493,37.0,North American Origin Ales,American-Style Brown Ale,519.0,0s57EN,Hash Brown,Hash Brown,6.2,,,N,TMc6H2,N,verified
494,37.0,North American Origin Ales,American-Style Brown Ale,581.0,kSrchj,Imperial India Brown Ale,Imperial India Brown Ale,9.2,,,N,4F7QA9,N,verified
495,37.0,North American Origin Ales,American-Style Brown Ale,599.0,mFO6aU,Into the Woods,Into the Woods,,,,N,AqEUBQ,N,verified
496,37.0,North American Origin Ales,American-Style Brown Ale,679.0,xrpjYO,Mighty Brown,Mighty Brown,7.5,,5.0,N,IImUD9,Y,verified
497,37.0,North American Origin Ales,American-Style Brown Ale,693.0,2FgZ04,Mountain Series: Salted Caramel Brown,Mountain Series: Salted Caramel Brown,6.5,,,N,IImUD9,N,verified
498,37.0,North American Origin Ales,American-Style Brown Ale,734.0,00CxqR,Nut Brown Ale,Nut Brown Ale,5.2,,5.0,N,DifSi4,N,verified
499,37.0,North American Origin Ales,American-Style Brown Ale,764.0,ZQKG7N,One Nut,One Nut,6.1,,5.0,N,q6vJUK,N,verified
500,37.0,North American Origin Ales,American-Style Brown Ale,772.0,uXdZle,Ovila Abbey Brown Ale (With Mandarins and Cocoa),Ovila Abbey Brown Ale (With Mandarins and Cocoa),7.0,,,N,nHLlnK,N,verified
501,37.0,North American Origin Ales,American-Style Brown Ale,876.0,WbvFmE,S Bus Imperial Brown,S Bus Imperial Brown,,,,N,q6vJUK,N,verified
502,37.0,North American Origin Ales,American-Style Brown Ale,902.0,lsUdvK,Simmer Down Brown,Simmer Down Brown,7.0,,,N,nHLlnK,N,verified
503,37.0,North American Origin Ales,American-Style Brown Ale,1039.0,isCgs7,Tumbler,Tumbler,5.5,,5.0,N,nHLlnK,N,verified
504,37.0,North American Origin Ales,American-Style Brown Ale,1049.0,lAM2hZ,Unibrown,Unibrown,7.1,,,N,nHLlnK,N,verified
505,37.0,North American Origin Ales,American-Style Brown Ale,1084.0,7Yytym,Wilco Tango Foxtrot,Wilco Tango Foxtrot,7.8,,5.0,N,nLsoQ9,N,verified
506,38.0,North American Origin Ales,Smoke Porter,829.0,EbwOyu,Pulled Porter,Pulled Porter,7.7,,,N,TMc6H2,N,verified
507,39.0,Hybrid/mixed Beer,Brett Beer,,,,,,,,,,,
508,40.0,North American Origin Ales,American-Style Sour Ale,73.0,L0eAAB,Aunt Sally,Aunt Sally,5.7,,,N,nLsoQ9,N,verified
509,40.0,North American Origin Ales,American-Style Sour Ale,185.0,HQ79n0,Blue Sunday,Blue Sunday,7.0,,,N,AqEUBQ,N,verified
510,40.0,North American Origin Ales,American-Style Sour Ale,271.0,zhzeah,Cherry Jane,Cherry Jane,5.5,,,N,nLsoQ9,N,verified
511,40.0,North American Origin Ales,American-Style Sour Ale,327.0,0HZF08,Dark Swan,Dark Swan,8.7,,,N,nLsoQ9,N,verified
